f_preferred_name,Fe,C,O,Mg,Si,S,Ca,Ti,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,
2MASS 19461140+4456309 ,-0.01 ,0.05 ,0.09 ,-0.05 ,-0.04 ,,0.02 ,-0.04 ,296.5475514 ,44.9419081 ,89.391 ,-178.918 ,199.601 ,282.56 ,N/A ,,,,,,,5066.9 ,4.65 ,0.85 ,0.72 ,
HIP 65882 ,0.1 ,0.075 ,0.31 ,0.03 ,0.09 ,,0.14 ,0.08 ,202.5702647 ,28.5679240 ,-86.739 ,-36.053 ,51.146 ,106.95 ,thin ,F7V ,8.77 ,0.494 ,-6.10 ,-6.40 ,-5.40 ,6376.0 ,4.15 ,1.19 ,1.51 ,
HIP 348 ,-0.15 ,-0.035 ,-0.11 ,,-0.157 ,-0.162 ,-0.072 ,-0.097 ,1.0895931 ,12.9572950 ,56.045 ,1.066 ,12.897 ,57.52 ,thin ,G5 ,8.64 ,0.640 ,-90.70 ,-11.10 ,-12.30 ,5761.5 ,4.39 ,1.03 ,1.02 ,
2MASS 19295686+4611463 ,-0.3 ,-0.16 ,-0.08 ,-0.27 ,-0.25 ,,-0.16 ,-0.22 ,292.4869224 ,46.1962071 ,187.687 ,-453.408 ,511.650 ,708.94 ,N/A ,,,,,,,4880.7 ,,,,
HIP 355 ,0.12 ,0.29 ,0.09 ,,-0.29 ,,0.11 ,,1.1254951 ,-10.5095238 ,440.279 ,8.650 ,-81.692 ,447.88 ,thin ,K3III ,4.95 ,1.619 ,33.50 ,-34.00 ,32.80 ,4046.2 ,0.90 ,,129.20 ,
2MASS 19215162+4819560 ,-0.08 ,-0.055 ,-0.12 ,-0.065 ,-0.065 ,,-0.055 ,-0.08 ,290.4651330 ,48.3322508 ,85.114 ,-228.071 ,273.536 ,366.17 ,N/A ,,,,,,,5632.3 ,4.30 ,1.00 ,1.17 ,
HIP 33139 ,0.408 ,,,0.239 ,0.358 ,,0.139 ,0.227 ,103.5094084 ,-50.6115994 ,-8.138 ,33.872 ,-42.428 ,54.90 ,thin ,K0/1III ,6.26 ,0.988 ,-64.60 ,-32.30 ,-10.90 ,5060.0 ,3.36 ,,4.21 ,
HIP 98677 ,-0.33 ,-0.206 ,-0.205 ,-0.249 ,-0.26 ,-0.262 ,-0.248 ,-0.21 ,300.6423142 ,15.5920746 ,9.467 ,-15.981 ,5.183 ,19.28 ,thin ,K0VFe-0.9 ,7.12 ,0.714 ,53.30 ,-15.00 ,-17.30 ,5393.1 ,4.51 ,0.93 ,0.80 ,
HIP 379 ,0.01 ,-0.17 ,-0.06 ,0.155 ,0.1 ,0.59 ,-0.04 ,-0.04 ,1.1749179 ,67.1664447 ,38.102 ,0.781 ,90.512 ,98.21 ,thin ,K1III ,5.69 ,1.051 ,-24.30 ,-46.00 ,0.10 ,4755.0 ,2.52 ,,11.00 ,
HIP 65920 ,-0.45 ,,,-0.19 ,-0.26 ,,-0.44 ,-0.48 ,202.7142817 ,-3.0498290 ,-135.464 ,-56.706 ,-7.824 ,147.06 ,N/A ,K0III ,6.91 ,1.030 ,,,,4732.0 ,2.62 ,,9.71 ,
HIP 33160 ,-0.37 ,-0.49 ,-0.45 ,-0.155 ,-0.165 ,0.89 ,-0.27 ,-0.13 ,103.5474991 ,-12.0386281 ,-17.262 ,71.639 ,-15.715 ,75.35 ,thick ,K3/4III ,4.08 ,1.418 ,-78.80 ,-50.30 ,-57.40 ,4008.9 ,1.71 ,,30.81 ,
HIP 394 ,-0.435 ,-0.25 ,-0.15 ,-0.25 ,-0.32 ,-0.395 ,-0.315 ,-0.37 ,1.2238528 ,34.6596670 ,29.050 ,0.621 ,20.089 ,35.33 ,thick ,G2V ,6.11 ,0.632 ,-130.00 ,-53.90 ,-12.20 ,5608.0 ,3.71 ,1.02 ,2.05 ,
HIP 98702 ,-0.11 ,0.01 ,0.08 ,,-0.02 ,,-0.14 ,-0.16 ,300.7044572 ,67.8735610 ,23.046 ,-38.807 ,111.004 ,119.83 ,thin ,K3III ,4.50 ,1.313 ,-28.40 ,-16.10 ,0.70 ,4315.0 ,2.04 ,,30.72 ,
2MASS 23342787-0134482 ,-0.01 ,,,-0.14 ,-0.13 ,,-0.03 ,,353.6161733 ,-1.5800313 ,346.202 ,-38.734 ,-9.609 ,348.49 ,N/A ,,,,,,,6134.0 ,4.55 ,1.16 ,1.11 ,
HIP 400 ,-0.4 ,,-0.02 ,,-0.23 ,,,-0.22 ,1.2346731 ,23.2696287 ,24.199 ,0.522 ,10.409 ,26.35 ,thin ,G9V ,7.81 ,0.755 ,-43.20 ,-16.60 ,-14.00 ,5307.4 ,4.59 ,0.91 ,0.83 ,
HIP 407 ,0.16 ,-0.01 ,0.135 ,0.15 ,0.135 ,0.16 ,0.125 ,0.11 ,1.2446546 ,-70.2124424 ,14.953 ,0.325 ,-41.572 ,44.18 ,thin ,G5V ,8.12 ,0.710 ,0.40 ,-25.70 ,2.40 ,5711.5 ,4.43 ,1.02 ,0.99 ,
HIP 410 ,-0.06 ,-0.31 ,-0.07 ,0.03 ,0.07 ,0.33 ,0.01 ,-0.04 ,1.2549430 ,27.6747857 ,139.242 ,3.050 ,73.043 ,157.27 ,thin ,G8II ,6.47 ,0.946 ,-58.40 ,-22.90 ,-23.00 ,4935.5 ,2.42 ,,11.61 ,
2MASS 19235800+4013455 ,0.05 ,-0.02 ,-0.07 ,,0.01 ,,0.17 ,0.08 ,290.9916668 ,40.2293182 ,223.699 ,-583.008 ,528.250 ,817.92 ,N/A ,,,,,,,5916.0 ,,,,
HIP 413 ,-0.08 ,-0.04 ,-0.03 ,0.0785 ,-0.073 ,-0.156 ,-0.0535 ,-0.062 ,1.2609740 ,-36.0151194 ,41.146 ,0.906 ,-29.918 ,50.88 ,thin ,G0V ,7.74 ,0.537 ,-50.10 ,-9.80 ,-15.90 ,6162.3 ,4.55 ,1.18 ,1.15 ,
HIP 65951 ,0.25 ,-0.08 ,-0.14 ,0.5 ,0.48 ,0.95 ,0.31 ,0.22 ,202.8156935 ,42.1061536 ,-52.740 ,-22.187 ,51.711 ,77.12 ,thin ,K2III ,6.07 ,1.075 ,-34.40 ,-20.50 ,-18.10 ,4831.0 ,,,7.11 ,
HIP 417 ,0.18 ,-0.06 ,-0.04 ,0.35 ,0.44 ,1.11 ,0.29 ,0.17 ,1.2659308 ,-0.5030363 ,145.312 ,3.211 ,-1.276 ,145.35 ,thin ,K0III ,6.31 ,1.099 ,-10.10 ,-32.60 ,-34.50 ,4635.0 ,2.25 ,,12.40 ,
HIP 419 ,-0.39 ,-0.05 ,,,-0.27 ,,-0.33 ,,1.2784994 ,-42.5678739 ,134.990 ,3.013 ,-124.021 ,183.34 ,N/A ,G8/K0V ,8.97 ,0.860 ,,,,5043.0 ,,,3.91 ,
HIP 420 ,0.02 ,0.01 ,-0.13 ,-0.03 ,0.03 ,-0.22 ,-0.02 ,-0.03 ,1.2812304 ,-52.1517393 ,25.933 ,0.580 ,-33.382 ,42.28 ,thin ,G0V ,7.52 ,0.577 ,39.90 ,-21.70 ,-16.10 ,6154.0 ,4.45 ,1.16 ,1.07 ,
HIP 65963 ,-0.045 ,,,0.07 ,-0.105 ,,-0.11 ,-0.02 ,202.8695363 ,-8.0073383 ,-46.754 ,-19.721 ,-7.138 ,51.24 ,N/A ,G6V ,8.85 ,0.721 ,,,,5478.0 ,4.52 ,0.96 ,0.91 ,
HIP 428 ,-0.08 ,0.12 ,,-0.35 ,0.06 ,,-0.1 ,0.06 ,1.2953714 ,45.7865666 ,8.015 ,0.181 ,8.240 ,11.50 ,thin ,M1 ,9.97 ,1.472 ,-38.80 ,-23.40 ,-16.10 ,3875.0 ,4.72 ,0.51 ,0.52 ,
HIP 65971 ,-0.24 ,,-0.06 ,-0.295 ,-0.175 ,-0.05 ,-0.08 ,-0.135 ,202.8905561 ,58.9528625 ,-22.547 ,-9.520 ,40.656 ,47.45 ,thin ,G2V ,8.09 ,0.585 ,-11.60 ,-5.80 ,-2.50 ,5835.3 ,4.41 ,1.05 ,1.04 ,
HIP 436 ,-0.64 ,-0.45 ,-0.05 ,-0.5285 ,-0.6 ,-0.05 ,-0.4155 ,-0.2115 ,1.3237031 ,-67.8325904 ,6.178 ,0.143 ,-15.167 ,16.38 ,thin ,K4.5V ,8.48 ,1.076 ,35.60 ,-47.60 ,-2.40 ,4616.5 ,4.53 ,0.73 ,0.59 ,
HIP 33212 ,0.02 ,0.05 ,-0.02 ,0.015 ,-0.019 ,-0.12 ,0.0445 ,0.016 ,103.6784426 ,24.2455581 ,-6.720 ,27.611 ,12.798 ,31.17 ,thin ,F8V ,6.84 ,0.582 ,3.70 ,-9.60 ,-11.00 ,6011.3 ,4.42 ,1.11 ,1.13 ,
HIP 65982 ,-0.375 ,,-0.28 ,-0.04 ,-0.24 ,0.24 ,-0.145 ,-0.02 ,202.9163980 ,-2.3174650 ,-24.369 ,-10.302 ,-1.071 ,26.48 ,thin ,G8V ,7.36 ,0.781 ,-135.60 ,-28.30 ,-5.30 ,5255.8 ,4.28 ,,0.99 ,
HIP 447 ,-0.645 ,-0.29 ,-0.63 ,-0.6 ,-0.38 ,,-0.3 ,-0.3 ,1.3425324 ,8.7878047 ,304.862 ,7.145 ,47.142 ,308.57 ,N/A ,G4.V:P ,8.25 ,1.052 ,,,,5158.8 ,2.53 ,,9.73 ,
HIP 65986 ,-0.09 ,-0.1 ,,-0.033 ,-0.087 ,,-0.075 ,0.034 ,202.9350904 ,-67.4166828 ,-19.263 ,-8.151 ,-50.290 ,54.47 ,thin ,K0V ,9.38 ,0.838 ,-1.00 ,-32.00 ,35.40 ,5261.3 ,4.43 ,0.90 ,0.84 ,
HIP 33220 ,-0.6 ,,-0.27 ,-0.24 ,-0.48 ,,-0.46 ,-0.42 ,103.6981291 ,-31.1402694 ,-24.358 ,99.935 ,-62.148 ,120.18 ,thin ,F2V ,8.28 ,0.396 ,-128.60 ,-33.90 ,-14.10 ,6694.3 ,4.07 ,1.42 ,1.83 ,
HIP 33221 ,-1.32 ,-1.15 ,-0.77 ,-0.965 ,-1.1 ,,-1.06 ,-0.96 ,103.6992093 ,-33.7469502 ,-24.152 ,99.080 ,-68.133 ,122.65 ,thick ,F5 ,9.03 ,0.483 ,5.80 ,-55.20 ,-115.00 ,6009.6 ,3.87 ,1.11 ,1.67 ,
2MASS 19220706+3856335 ,-0.17 ,-0.13 ,-0.14 ,-0.15 ,-0.16 ,,-0.14 ,-0.17 ,290.5294290 ,38.9426594 ,184.001 ,-491.364 ,424.014 ,674.60 ,N/A ,,,,,,,5618.3 ,4.43 ,0.99 ,1.00 ,
HIP 459 ,0.04 ,0.04 ,-0.27 ,0.05 ,0.026 ,-0.004 ,-0.535 ,0.116 ,1.3685510 ,-61.2258541 ,27.694 ,0.662 ,-50.443 ,57.55 ,thin ,G5V ,8.80 ,0.666 ,-9.30 ,-26.60 ,1.50 ,5760.3 ,4.56 ,1.03 ,0.93 ,
HIP 98764 ,-0.27 ,-0.32 ,,-0.18 ,-0.29 ,,-0.12 ,-0.01 ,300.8972355 ,-73.7537746 ,5.513 ,-9.213 ,-36.843 ,38.38 ,N/A ,K2.5V(k) ,9.55 ,0.952 ,,,,4861.5 ,4.38 ,,0.92 ,
HIP 33229 ,-0.03 ,,0.05 ,0.06 ,0.0005 ,0.05 ,0.05 ,0.09 ,103.7139214 ,-55.2593281 ,-4.736 ,19.407 ,-28.806 ,35.05 ,thin ,K0IV-V ,8.17 ,0.771 ,21.20 ,-34.20 ,-25.50 ,5372.5 ,4.36 ,0.93 ,0.92 ,
HIP 98767 ,0.25 ,0.415 ,0.2 ,0.33 ,0.28 ,0.315 ,0.242 ,0.34 ,300.9058537 ,29.8968043 ,7.127 ,-11.906 ,7.978 ,16.01 ,thick ,G7IV-V ,5.71 ,0.749 ,-12.10 ,-44.80 ,-64.00 ,5552.2 ,4.32 ,0.98 ,1.17 ,
2MASS 19295951+4919443 ,0.01 ,0.05 ,0.02 ,-0.06 ,-0.05 ,,0.04 ,-0.04 ,292.4980138 ,49.3289870 ,77.155 ,-186.287 ,234.659 ,309.39 ,N/A ,,,,,,,6146.0 ,4.39 ,1.17 ,1.14 ,
HIP 5540 ,-0.22 ,,,-0.16 ,-0.23 ,-0.21 ,-0.08 ,-0.08 ,17.7606948 ,-15.7037218 ,125.064 ,40.059 ,-36.923 ,136.41 ,N/A ,F6V ,9.06 ,0.525 ,,,,6193.0 ,4.05 ,1.19 ,1.69 ,
HIP 475 ,-0.3 ,-0.02 ,-0.29 ,-0.37 ,-0.18 ,-0.07 ,-0.25 ,-0.37 ,1.4236281 ,58.3132591 ,24.642 ,0.612 ,39.933 ,46.93 ,thin ,G0V ,8.22 ,0.636 ,6.30 ,-31.80 ,-40.60 ,5762.0 ,4.40 ,1.04 ,0.97 ,
HIP 476 ,-0.03 ,-0.31 ,-0.1 ,0.165 ,0.17 ,0.44 ,0.13 ,0.04 ,1.4248427 ,13.3962667 ,118.030 ,2.936 ,28.119 ,121.37 ,thin ,G4III ,5.55 ,0.901 ,-19.30 ,-11.60 ,-7.50 ,5085.0 ,2.88 ,,12.39 ,
2MASS 23390581+4227575 ,0.13 ,,,-0.45 ,-0.31 ,,-0.08 ,0.17 ,354.7742089 ,42.4659732 ,202.281 ,-18.501 ,185.908 ,275.36 ,N/A ,,10.47 ,,,,,6825.0 ,4.43 ,1.50 ,1.57 ,
HD 125906b ,-0.231 ,-0.072 ,-0.269 ,-0.176 ,-0.2105 ,-0.2905 ,-0.191 ,-0.214 ,215.6612488 ,-7.7697886 ,-33.694 ,-24.177 ,-5.658 ,41.85 ,N/A ,,,,,,,5996.0 ,4.41 ,1.11 ,1.09 ,
HIP 98785 ,0.09 ,,0.07 ,0.16 ,0.085 ,,0.115 ,0.035 ,300.9346237 ,-22.5955974 ,28.742 ,-47.959 ,-23.269 ,60.56 ,thin ,F7V ,6.44 ,0.503 ,11.20 ,6.40 ,8.10 ,6333.2 ,3.96 ,1.25 ,2.36 ,
HIP 66018 ,-0.19 ,,,-0.08 ,-0.13 ,,-0.05 ,-0.03 ,203.0196209 ,-11.2563866 ,-47.869 ,-20.339 ,-10.352 ,53.03 ,N/A ,G8V ,8.85 ,0.668 ,,,,5574.0 ,4.51 ,0.98 ,0.91 ,
HIP 33253 ,-0.25 ,,,-0.05 ,-0.02 ,,-0.06 ,-0.27 ,103.7795891 ,4.6237164 ,-56.838 ,231.758 ,19.299 ,239.41 ,N/A ,G8III ,8.13 ,1.031 ,,,,4895.0 ,,,8.55 ,
HIP 98792 ,-0.56 ,-0.23 ,-0.26 ,-0.27 ,-0.38 ,0.21 ,-0.27 ,-0.24 ,300.9671963 ,23.3406852 ,7.375 ,-12.290 ,6.185 ,15.61 ,thin ,K1V ,7.27 ,0.815 ,85.80 ,-46.50 ,27.50 ,4996.5 ,4.45 ,0.82 ,0.76 ,
HIP 490 ,0.09 ,0.05 ,0.06 ,-0.02 ,0.015 ,0.025 ,0.05 ,0.07 ,1.4689372 ,-41.7530683 ,28.938 ,0.742 ,-25.839 ,38.80 ,thin ,G0V ,7.53 ,0.595 ,-9.60 ,-21.10 ,-1.40 ,6077.2 ,4.53 ,1.12 ,1.02 ,
HIP 493 ,-0.16 ,0.02 ,-0.18 ,-0.28 ,-0.15 ,0.01 ,-0.25 ,-0.33 ,1.4781197 ,18.2350074 ,35.499 ,0.916 ,11.700 ,37.39 ,thin ,F8 ,7.45 ,0.596 ,44.80 ,-34.00 ,17.50 ,5907.0 ,4.41 ,1.08 ,1.05 ,
HIP 66033 ,-0.27 ,-0.4 ,-0.25 ,-0.3 ,-0.41 ,,-0.25 ,-0.27 ,203.0730497 ,6.3536310 ,-106.636 ,-45.425 ,12.906 ,116.62 ,thin ,K0 ,7.90 ,0.824 ,-59.90 ,31.00 ,-0.30 ,5135.0 ,,,3.89 ,
HIP 501 ,-0.26 ,-0.4 ,-0.47 ,-0.29 ,-0.03 ,,-0.28 ,-0.04 ,1.5005770 ,-39.1375873 ,230.520 ,6.039 ,-187.654 ,297.30 ,N/A ,K3III ,8.55 ,1.357 ,,,,6382.0 ,,,5.05 ,
HIP 33271 ,-0.02 ,-0.19 ,-0.07 ,0.2 ,0.2 ,0.64 ,0.25 ,0.1 ,103.8132767 ,45.8264097 ,-19.412 ,78.953 ,83.684 ,116.68 ,thin ,K0III-IV ,6.31 ,0.945 ,-43.80 ,-32.20 ,-24.10 ,5086.0 ,,,8.42 ,
HIP 33275 ,,,,0.13 ,-0.03 ,-0.09 ,0.07 ,0.09 ,103.8226558 ,5.9104564 ,-12.545 ,50.986 ,5.436 ,52.79 ,thin ,F8 ,7.61 ,0.518 ,12.90 ,6.20 ,-0.20 ,6244.5 ,4.33 ,1.21 ,1.24 ,
HIP 33277 ,-0.07 ,-0.09 ,-0.045 ,0.03 ,-0.11 ,-0.085 ,-0.01 ,-0.05 ,103.8277779 ,25.3756955 ,-3.771 ,15.319 ,7.483 ,17.46 ,thin ,G0V ,5.76 ,0.573 ,13.50 ,5.70 ,-4.90 ,5908.2 ,4.45 ,1.08 ,1.08 ,
HIP 66047 ,0.04 ,0.07 ,0.01 ,0.08 ,0.05 ,-0.015 ,0.087 ,0.07 ,203.1064816 ,-47.2713648 ,-23.577 ,-10.060 ,-27.751 ,37.78 ,thin ,G0V ,7.17 ,0.603 ,5.40 ,-5.20 ,-21.70 ,5977.6 ,4.35 ,1.10 ,1.18 ,
HIP 98819 ,0.09 ,0.099 ,-0.005 ,0.07 ,0.05 ,0.093 ,0.13 ,0.075 ,301.0259205 ,17.0701882 ,8.728 ,-14.511 ,5.200 ,17.71 ,thin ,G0V ,5.80 ,0.600 ,42.10 ,-20.70 ,9.60 ,5908.2 ,4.39 ,1.08 ,1.07 ,
HIP 518 ,0.09 ,,0.01 ,0.04 ,0.03 ,0.01 ,0.04 ,0.09 ,1.5660010 ,58.4367630 ,11.238 ,0.307 ,18.300 ,21.48 ,thin ,G4V ,5.93 ,0.687 ,-18.30 ,-24.90 ,-0.80 ,5698.8 ,4.66 ,,0.85 ,
HIP 522 ,0.11 ,0.24 ,0.17 ,0.06 ,0.145 ,0.081 ,0.13 ,0.115 ,1.5798975 ,-49.0751872 ,17.147 ,0.473 ,-19.785 ,26.18 ,thin ,F7V ,5.70 ,0.519 ,-57.50 ,-37.50 ,-16.00 ,6247.5 ,4.33 ,1.21 ,1.46 ,
HIP 98828 ,0.15 ,,,0.17 ,0.115 ,,0.1 ,0.29 ,301.0418580 ,25.7902281 ,10.279 ,-17.078 ,9.632 ,22.14 ,thin ,K2.5V ,7.77 ,0.924 ,3.70 ,-10.00 ,4.90 ,5130.0 ,4.30 ,0.86 ,0.78 ,
HIP 530 ,0.03 ,0.29 ,0.24 ,-0.05 ,0.09 ,0.28 ,-0.09 ,-0.17 ,1.6084332 ,42.7527439 ,80.864 ,2.271 ,74.787 ,110.17 ,thin ,G1V ,8.36 ,0.624 ,-22.10 ,-45.40 ,3.80 ,5830.8 ,3.83 ,1.06 ,2.13 ,
HIP 98842 ,-0.54 ,-0.45 ,-0.29 ,-0.16 ,-0.25 ,0.03 ,-0.33 ,-0.34 ,301.0816345 ,-32.0562987 ,43.662 ,-72.432 ,-52.963 ,99.79 ,thin ,K1III/IV ,4.99 ,1.208 ,-19.20 ,-2.80 ,-10.90 ,4370.0 ,2.40 ,,21.86 ,
HIP 98845 ,-0.21 ,-0.21 ,-0.215 ,,-0.2 ,-0.04 ,-0.19 ,-0.06 ,301.0981964 ,33.5504943 ,43.620 ,-72.315 ,56.004 ,101.33 ,thin ,G8V ,7.48 ,0.869 ,18.50 ,33.40 ,-12.50 ,5026.5 ,3.19 ,,4.46 ,
HIP 544 ,0.18 ,0.1555 ,0.005 ,0.09 ,0.11 ,0.11 ,0.19 ,0.165 ,1.6532670 ,29.0215029 ,12.039 ,0.347 ,6.682 ,13.77 ,thin ,G8V ,6.13 ,0.752 ,-15.10 ,-21.30 ,-10.20 ,5471.0 ,4.60 ,0.96 ,0.89 ,
HIP 54704 ,-0.025 ,0.07 ,0.07 ,0.1 ,0.02 ,0.059 ,0.04 ,0.09 ,168.0049644 ,-26.1366682 ,-19.389 ,4.120 ,-9.726 ,22.08 ,thin ,G8.5V ,7.04 ,0.760 ,32.10 ,-27.10 ,26.30 ,5409.2 ,4.42 ,0.93 ,0.95 ,
2MASS 19125618+4031152 ,0.25 ,0.04 ,-0.6 ,0.28 ,0.13 ,,0.84 ,0.31 ,288.2340987 ,40.5208914 ,211.953 ,-643.367 ,578.965 ,891.09 ,N/A ,,,,,,,5528.0 ,4.51 ,0.97 ,0.91 ,
HIP 33324 ,-0.64 ,-0.595 ,-0.255 ,-0.28 ,-0.445 ,,-0.45 ,-0.33 ,103.9717497 ,-56.9423968 ,-4.926 ,19.798 ,-31.347 ,37.40 ,thick ,G2VFe-1.4CH-0.7 ,7.43 ,0.585 ,-112.00 ,-70.50 ,0.90 ,5784.0 ,4.14 ,1.05 ,1.13 ,
HIP 562 ,0.08 ,0.49 ,0.13 ,0.14 ,0.17 ,,0.06 ,0.15 ,1.7109895 ,20.5597622 ,306.708 ,9.162 ,115.090 ,327.72 ,N/A ,G5 ,8.22 ,0.951 ,,,,5026.0 ,,,10.62 ,
HIP 569 ,-0.3 ,-0.16 ,-0.13 ,-0.195 ,-0.2645 ,-0.2945 ,-0.245 ,-0.252 ,1.7245028 ,-3.6262638 ,52.389 ,1.577 ,-3.322 ,52.52 ,thin ,G1V ,8.19 ,0.580 ,57.40 ,-42.00 ,7.50 ,5914.0 ,4.47 ,1.08 ,1.04 ,
HIP 98878 ,-0.265 ,-0.23 ,-0.27 ,-0.225 ,-0.2 ,0.03 ,-0.18 ,-0.245 ,301.1942741 ,1.1560898 ,17.488 ,-28.883 ,0.681 ,33.77 ,thin ,G6/8V ,7.69 ,0.705 ,-30.70 ,-33.90 ,10.60 ,5373.0 ,,,,
HIP 66113 ,-0.43 ,,,-0.21 ,-0.37 ,,-0.21 ,-0.51 ,203.2883182 ,5.8530737 ,-146.065 ,-62.870 ,16.302 ,159.85 ,N/A ,G8IIIFe-1.5 ,6.64 ,0.935 ,,,,4904.0 ,2.47 ,,10.34 ,
HIP 66115 ,0.11 ,-0.09 ,,-0.01 ,0.06 ,0.04 ,0.09 ,0.07 ,203.2971422 ,-8.4433473 ,-30.362 ,-13.074 ,-4.907 ,33.42 ,thin ,G2V ,7.36 ,0.624 ,-36.40 ,-13.40 ,2.50 ,5881.8 ,4.52 ,1.08 ,1.01 ,
2MASS 19221047+4743331 ,0.06 ,0.06 ,-0.03 ,0.08 ,0.01 ,,0.08 ,0.06 ,290.5436254 ,47.7258822 ,92.922 ,-247.955 ,291.269 ,393.64 ,N/A ,,,,,,,5908.0 ,4.35 ,1.07 ,1.14 ,
HIP 65636 ,-0.025 ,-0.17 ,,-0.055 ,-0.075 ,,0.0465 ,0.24 ,201.8538678 ,-21.6553168 ,-33.270 ,-13.343 ,-14.233 ,38.57 ,N/A ,K4Vk ,9.88 ,1.092 ,,,,4677.0 ,4.54 ,0.73 ,0.71 ,
2MASS 19152144+4659122 ,-0.22 ,-0.2 ,-0.11 ,-0.18 ,-0.2 ,,-0.19 ,-0.15 ,288.8393238 ,46.9867480 ,132.669 ,-388.838 ,440.376 ,602.27 ,N/A ,,,,,,,5490.0 ,4.57 ,0.96 ,0.84 ,
HIP 607 ,-0.04 ,-0.23 ,-0.13 ,-0.1 ,-0.26 ,,-0.06 ,-0.04 ,1.8440105 ,26.4506011 ,115.984 ,3.734 ,57.733 ,129.61 ,thick ,K1IV ,7.33 ,1.011 ,-45.10 ,-55.00 ,-78.20 ,4850.0 ,2.96 ,,7.02 ,
HIP 66147 ,0.135 ,0.214 ,0.076 ,0.078 ,0.178 ,,0.177 ,0.1045 ,203.3849985 ,8.5867630 ,-16.377 ,-7.082 ,2.694 ,18.05 ,thin ,K3+V ,7.96 ,1.026 ,-42.20 ,-20.00 ,4.50 ,4823.3 ,4.61 ,0.78 ,0.71 ,
HIP 98916 ,-0.13 ,,,-0.01 ,-0.11 ,-0.28 ,0.03 ,,301.2802670 ,-4.3080690 ,40.105 ,-66.013 ,-5.819 ,77.46 ,thin ,F3/5V ,7.82 ,0.506 ,-32.60 ,9.30 ,-5.60 ,6134.0 ,,,,
HIP 33382 ,0.04 ,0.14 ,0.01 ,0.02 ,0.09 ,0.32 ,-0.045 ,-0.02 ,104.1424389 ,1.1620847 ,-7.693 ,30.532 ,0.639 ,31.49 ,thin ,G8V ,7.42 ,0.690 ,46.30 ,-59.90 ,-40.40 ,5578.3 ,4.40 ,1.00 ,1.03 ,
HIP 616 ,-0.51 ,-0.3745 ,-0.3 ,-0.3485 ,-0.45 ,-0.474 ,-0.392 ,-0.35 ,1.8855908 ,-23.8187217 ,29.887 ,0.984 ,-13.201 ,32.69 ,thin ,G9.5V ,8.70 ,0.798 ,-55.80 ,-16.70 ,34.70 ,5128.7 ,4.52 ,0.87 ,0.75 ,
HIP 98921 ,0.17 ,0.087 ,0.079 ,0.12 ,0.14 ,0.26 ,0.2 ,0.12 ,301.2907297 ,38.4784867 ,7.728 ,-12.715 ,11.826 ,19.01 ,thin ,G2V ,6.17 ,0.654 ,-26.60 ,-17.70 ,-15.60 ,5795.8 ,4.41 ,1.03 ,1.04 ,
HIP 98922 ,0.24 ,,,0.34 ,0.25 ,0.34 ,0.35 ,0.54 ,301.2922356 ,2.1187977 ,35.924 ,-59.103 ,2.559 ,69.21 ,thin ,F6V ,6.77 ,0.479 ,13.00 ,-24.30 ,-16.80 ,6375.0 ,3.82 ,1.27 ,2.29 ,
HIP 33392 ,-0.03 ,-0.14 ,,0.043 ,-0.055 ,,0.017 ,0.173 ,104.1816466 ,-60.6869882 ,-6.393 ,25.301 ,-46.478 ,53.30 ,N/A ,K ,10.02 ,0.964 ,,,,4986.0 ,4.54 ,0.82 ,0.73 ,
2MASS 18461678+4723553 ,-0.01 ,-0.04 ,-0.02 ,-0.07 ,-0.1 ,,0.03 ,-0.02 ,281.5699607 ,47.3986808 ,121.025 ,-591.163 ,656.189 ,891.46 ,N/A ,,,,,,,6199.6 ,4.29 ,1.19 ,1.30 ,
HIP 66170 ,0.15 ,0.23 ,0.31 ,0.08 ,0.17 ,0.09 ,0.08 ,0.12 ,203.4477126 ,-68.5189885 ,-30.639 ,-13.289 ,-84.867 ,91.20 ,thin ,G1IV ,8.72 ,0.630 ,-26.60 ,-50.50 ,2.80 ,6239.0 ,4.31 ,1.21 ,1.27 ,
BD+20 00571 ,-0.77 ,-0.58 ,-0.31 ,-0.455 ,-0.545 ,,-0.515 ,-0.57 ,51.9143852 ,21.0430548 ,105.559 ,134.694 ,65.838 ,183.36 ,N/A ,,10.79 ,,,,,5821.8 ,4.16 ,1.04 ,1.30 ,
HIP 641 ,0.26 ,,0.24 ,,0.2 ,,,,1.9670231 ,55.5770423 ,27.607 ,0.948 ,40.308 ,48.86 ,thin ,G0 ,7.81 ,0.610 ,-41.90 ,-20.40 ,-5.90 ,5965.0 ,4.36 ,1.09 ,1.15 ,
HIP 33415 ,0.035 ,-0.14 ,-0.01 ,0.26 ,0.27 ,0.72 ,0.22 ,0.18 ,104.2335405 ,46.7053526 ,-17.628 ,69.495 ,76.096 ,104.55 ,thin ,K0III ,5.88 ,1.093 ,-58.90 ,-12.20 ,-39.90 ,4776.0 ,,,10.94 ,
